Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
85,Light of Day,"$10,489,617","$10,489,617",100%,-,-
86,Disorderlies,"$10,348,437","$10,348,437",100%,-,-
87,Someone to Watch Over Me,"$10,278,549","$10,278,549",100%,-,-
88,Hope and Glory,"$10,021,120","$10,021,120",100%,-,-
89,Maid to Order,"$9,868,521","$9,868,521",100%,-,-
90,The Hidden,"$9,747,988","$9,747,988",100%,-,-
91,From the Hip,"$9,518,342","$9,518,342",100%,-,-
92,My Life as a Dog,"$8,345,266","$8,345,266",100%,-,-
93,Teen Wolf Too,"$7,888,703","$7,888,703",100%,-,-
94,House II: The Second Story,"$7,800,000","$7,800,000",100%,-,-
95,Wanted: Dead or Alive,"$7,555,000","$7,555,000",100%,-,-
96,Ironweed,"$7,393,346","$7,393,346",100%,-,-
97,Who's That Girl,"$7,305,209","$7,305,209",100%,-,-
98,Hiding Out,"$7,019,441","$7,019,441",100%,-,-
99,Death Wish 4: The Crackdown,"$6,880,310","$6,880,310",100%,-,-
100,The Chipmunk Adventure,"$6,804,312","$6,804,312",100%,-,-
101,Assassination,"$6,075,793","$6,075,793",100%,-,-
102,Evil Dead II,"$5,923,044","$5,923,044",100%,-,-
103,Cry Freedom,"$5,899,797","$5,899,797",100%,-,-
104,Wisdom,"$5,715,174","$5,715,174",100%,-,-
105,Surrender,"$5,711,976","$5,711,976",100%,-,-
106,Nadine,"$5,669,831","$5,669,831",100%,-,-
107,The Sicilian,"$5,406,879","$5,406,879",100%,-,-
108,Gardens of Stone,"$5,262,047","$5,262,047",100%,-,-
109,Hollywood Shuffle,"$5,228,617","$5,228,617",100%,-,-
110,Jean de Florette,"$4,940,939","$4,940,939",100%,-,-
111,Hannah and Her Sisters 1987 Re-release,"$4,691,838","$4,691,838",100%,-,-
112,Leonard Part 6,"$4,615,255","$4,615,255",100%,-,-
113,River's Edge,"$4,600,000","$4,600,000",100%,-,-
114,Made in Heaven,"$4,572,845","$4,572,845",100%,-,-
115,Death Before Dishonor,"$4,546,244","$4,546,244",100%,-,-
116,The Dead,"$4,370,078","$4,370,078",100%,-,-
117,The Color Purple 1987 Re-release,"$4,292,009","$4,292,009",100%,-,-
118,Best Seller,"$4,278,150","$4,278,150",100%,-,-
119,Hot Pursuit,"$4,215,849","$4,215,849",100%,-,-
120,American Ninja 2: The Confrontation,"$4,000,000","$4,000,000",100%,-,-
121,Manon of the Spring,"$3,940,542","$3,940,542",100%,-,-
122,My Demon Lover,"$3,922,273","$3,922,273",100%,-,-
123,North Shore,"$3,832,228","$3,832,228",100%,-,-
124,The Monster Squad,"$3,769,990","$3,769,990",100%,-,-
125,Allan Quatermain and the Lost City of Gold,"$3,751,699","$3,751,699",100%,-,-
126,Three O'Clock High,"$3,685,862","$3,685,862",100%,-,-
127,Big Shots,"$3,390,043","$3,390,043",100%,-,-
128,Near Dark,"$3,369,307","$3,369,307",100%,-,-
129,Wish You Were Here,"$3,283,832","$3,283,832",100%,-,-
130,Pinocchio and the Emperor of the Night,"$3,261,638","$3,261,638",100%,-,-
131,Barfly,"$3,221,568","$3,221,568",100%,-,-
132,Malone,"$3,060,858","$3,060,858",100%,-,-
133,Sign 'o' the Times,"$3,000,073","$3,000,073",100%,-,-
134,No Man's Land,"$2,877,571","$2,877,571",100%,-,-
135,Heat,"$2,793,214","$2,793,214",100%,-,-
136,The Allnighter,"$2,700,000","$2,700,000",100%,-,-
137,Prom Night II,"$2,683,519","$2,683,519",100%,-,-
138,The Care Bears Adventure in Wonderland,"$2,608,000","$2,608,000",100%,-,-
139,House of Games,"$2,585,639","$2,585,639",100%,-,-
140,The Stepfather,"$2,488,740","$2,488,740",100%,-,-
141,Maurice,"$2,438,304","$2,438,304",100%,-,-
142,Dead of Winter,"$2,413,427","$2,413,427",100%,-,-
143,The Kindred,"$2,407,024","$2,407,024",100%,-,-
144,Weeds,"$2,325,444","$2,325,444",100%,-,-
145,The Squeeze,"$2,228,951","$2,228,951",100%,-,-
146,Dark Eyes,"$2,201,428","$2,201,428",100%,-,-
147,Russkies,"$2,189,047","$2,189,047",100%,-,-
148,Meatballs III: Summer Job,"$2,147,228","$2,147,228",100%,-,-
149,Morgan Stewart's Coming Home,"$2,136,381","$2,136,381",100%,-,-
150,Date with an Angel,"$1,988,962","$1,988,962",100%,-,-
151,The Curse,"$1,930,001","$1,930,001",100%,-,-
152,Working Girls,"$1,777,378","$1,777,378",100%,-,-
153,Hunk,"$1,749,956","$1,749,956",100%,-,-
154,Personal Services,"$1,744,164","$1,744,164",100%,-,-
155,The Big Town,"$1,733,017","$1,733,017",100%,-,-
156,The Rosary Murders,"$1,730,337","$1,730,337",100%,-,-
157,Matewan,"$1,680,358","$1,680,358",100%,-,-
158,Prick Up Your Ears,"$1,654,743","$1,654,743",100%,-,-
159,Making Mr. Right,"$1,584,970","$1,584,970",100%,-,-
160,The Garbage Pail Kids Movie,"$1,576,615","$1,576,615",100%,-,-
161,Three for the Road,"$1,539,000","$1,539,000",100%,-,-
162,The Whistle Blower,"$1,500,000","$1,500,000",100%,-,-
163,A Prayer for the Dying,"$1,432,687","$1,432,687",100%,-,-
164,I've Heard the Mermaids Singing,"$1,408,491","$1,408,491",100%,-,-
165,Penitentiary III,"$1,392,616","$1,392,616",100%,-,-
166,From a Whisper to a Scream,"$1,355,728","$1,355,728",100%,-,-
167,The Whales of August,"$1,338,198","$1,338,198",100%,-,-
168,Steele Justice,"$1,327,740","$1,327,740",100%,-,-
169,China Girl,"$1,262,091","$1,262,091",100%,-,-
170,Sammy and Rosie Get Laid,"$1,196,336","$1,196,336",100%,-,-
171,Dancers,"$1,190,416","$1,190,416",100%,-,-
172,Return to Horror High,"$1,189,709","$1,189,709",100%,-,-
173,Nightflyers,"$1,149,470","$1,149,470",100%,-,-
174,Street Smart,"$1,119,112","$1,119,112",100%,-,-
175,Swimming to Cambodia,"$1,092,911","$1,092,911",100%,-,-
176,84 Charing Cross Road,"$1,083,486","$1,083,486",100%,-,-
177,Housekeeping,"$1,083,282","$1,083,282",100%,-,-
178,Cross My Heart,"$1,025,762","$1,025,762",100%,-,-
179,In the Mood,"$999,382","$999,382",100%,-,-
180,Campus Man,"$989,528","$989,528",100%,-,-
181,Million Dollar Mystery,"$989,033","$989,033",100%,-,-
182,Gothic,"$916,172","$916,172",100%,-,-
183,The Glass Menagerie,"$895,904","$895,904",100%,-,-
184,Real Men,"$873,903","$873,903",100%,-,-
185,Tough Guys Don't Dance,"$858,250","$858,250",100%,-,-
186,The Barbarians,"$800,000","$800,000",100%,-,-
187,Beyond Therapy,"$790,000","$790,000",100%,-,-
188,The Hanoi Hilton,"$760,000","$760,000",100%,-,-
189,American Playhouse: Waiting for the Moon,"$751,555","$751,555",100%,-,-
190,Chuck Berry Hail! Hail! Rock 'n' Roll,"$719,323","$719,323",100%,-,-
191,Siesta,"$700,000","$700,000",100%,-,-
192,The Wolf at the Door,"$583,800","$583,800",100%,-,-
193,Steel Dawn,"$562,187","$562,187",100%,-,-
194,Amazon Women on the Moon,"$548,696","$548,696",100%,-,-
195,Devil in the Flesh,"$546,904","$546,904",100%,-,-
196,Man on Fire,"$519,596","$519,596",100%,-,-
197,The Killing Time,"$500,283","$500,283",100%,-,-
198,September,"$486,434","$486,434",100%,-,-
199,The Good Father,"$421,201","$421,201",100%,-,-
200,Number One with a Bullet,"$410,952","$410,952",100%,-,-
201,Slam Dance,"$406,881","$406,881",100%,-,-
202,Summer Heat,"$350,481","$350,481",100%,-,-
203,White Water Summer,"$300,859","$300,859",100%,-,-
204,Cold Steel,"$285,885","$285,885",100%,-,-
205,Orphans,"$252,430","$252,430",100%,-,-
206,Square Dance,"$225,358","$225,358",100%,-,-
207,Straight to Hell,"$210,200","$210,200",100%,-,-
208,The Princess Academy,"$205,000","$205,000",100%,-,-
209,Good Morning Babylon,"$183,700","$183,700",100%,-,-
210,Lady Beware,"$169,600","$169,600",100%,-,-
211,Witness in the War Zone,"$141,211","$141,211",100%,-,-
212,Gaby: A True Story,"$125,400","$125,400",100%,-,-
213,"Rita, Sue and Bob Too","$124,167","$124,167",100%,-,-
214,Heaven,"$77,886","$77,886",100%,-,-
215,Captive Hearts,"$73,757","$73,757",100%,-,-
216,Ping Pong,"$67,421","$67,421",100%,-,-
217,Shadey,"$65,817","$65,817",100%,-,-
218,Nice Girls Don't Explode,"$65,000","$65,000",100%,-,-
219,Apocalypse Now 1987 Re-release,"$61,211","$61,211",100%,-,-
220,Happy New Year,"$41,232","$41,232",100%,-,-
221,"Forever, Lulu","$36,786","$36,786",100%,-,-
222,O.C. and Stiggs,"$29,815","$29,815",100%,-,-
223,My Little Girl,"$25,000","$25,000",100%,-,-
224,End of the Line,"$25,000","$25,000",100%,-,-
225,Zombie High,"$21,905","$21,905",100%,-,-
226,Windrider,"$19,367","$19,367",100%,-,-
227,Spookies,"$17,785","$17,785",100%,-,-
228,Home Is Where the Hart Is,"$11,660","$11,660",100%,-,-
229,Iron Warrior,"$11,385","$11,385",100%,-,-
230,Hotel Colonial,"$9,526","$9,526",100%,-,-
231,Sweet Country,"$6,614","$6,614",100%,-,-
232,Coming Up Roses,"$4,299","$4,299",100%,-,-
